GCODE,ESCROLL_CAT,GID,PENSION_TYPE,BRANCH_CODE,BRANCH_NAME,BRANCH_PIN,BRANCH_STATE,BIRTH_YEAR,SUBMITTED_STATUS,WAIVER_UPTO,SUBMISSION_MODE,VERIFICATION_TYPE,CERTIFICATE_SUBMISSION_DATE,PENSIONER_PINCODE,PENSIONER_DISTNAME,PENSIONER_STATENAME
CENTRAL,RAILWAY,RAILWAY_3,F,06672,JYOTIBIHAR BURLA,768019,ODISHA,1977,SUBMITTED,,PLC,,12-12-2024,768006,Sambalpur,ODISHA
CENTRAL,CPAO,CIVIL_2,F,07339,UNIVERSITY ROAD (PUNE),411016,MAHARASHTRA,1963,First_Year_Waiver,31-10-2025,,,,411028,Pune,MAHARASHTRA
CENTRAL,CPAO,CIVIL_2,F,10124,ANUSHAKTINAGAR(BARC) TROMBAY,400094,MAHARASHTRA,1973,SUBMITTED,,PLC,,02-01-2025,400094,Mumbai Suburban,MAHARASHTRA
CENTRAL,RAILWAY,RAILWAY_1,F,01807,JANDIALA,144033,PUNJAB,1940,First_Year_Waiver,31-10-2025,,,,144034,Jalandhar,PUNJAB
STATE,STATE,CHATTISGARH_1,F,08119,COLLECTORATE JAGDALPUR,494001,CHATTISGARH,1976,SUBMITTED,,PLC,,22-11-2024,494001,Bastar,CHHATTISGARH
STATE,STATE,JHARKHAND_1,F,07263,ARKHANGO BAZAR,825418,JHARKHAND,1957,SUBMITTED,,PLC,,23-01-2025,825418,Giridih,JHARKHAND
STATE,STATE,PUNJAB_1,F,00698,PHILLAUR,144410,PUNJAB,1952,SUBMITTED,,PLC,,30-05-2025,144410,Jalandhar,PUNJAB
STATE,STATE,CHATTISGARH_1,F,02824,BAGBAHARA,493449,CHATTISGARH,1983,SUBMITTED,,VLC,,12-11-2024,493449,Mahasamund,CHHATTISGARH
STATE,STATE,ORISSA_7,F,00059,CUTTACK,753002,ODISHA,1953,SUBMITTED,,VLC,,16-11-2024,753002,Cuttack,ODISHA
STATE,STATE,ORISSA_7,F,00059,CUTTACK,753002,ODISHA,1953,SUBMITTED,,VLC,,16-11-2024,753002,Cuttack,ODISHA
STATE,STATE,ORISSA_7,F,02064,MED COLL CAMPUS BERHAMPORE,760004,ODISHA,1958,SUBMITTED,,DLC,,18-11-2024,760008,Ganjam,ODISHA
STATE,STATE,MADHYA_PRADESH_1,F,05332,G.R.MEDICAL COLLEGE (GWALIOR),474009,MADHYA PRADESH,1968,SUBMITTED,,PLC,,04-11-2024,474001,Gwalior,MADHYA PRADESH
STATE,STATE,PUNJAB_1,F,50165,BHARARI,174027,HIMACHAL PRADESH,1951,SUBMITTED,,PLC,,23-12-2024,174027,Bilaspur,HIMACHAL PRADESH
STATE,STATE,MADHYA_PRADESH_1,F,00405,KATNI MAIN,483501,MADHYA PRADESH,1967,SUBMITTED,,PLC,,20-06-2025,483332,Katni,MADHYA PRADESH
CENTRAL,CPAO,CIVIL_39,F,02605,RURA,209303,UTTAR PRADESH,1985,First_Year_Waiver,31-10-2025,,,,209303,Kanpur Dehat,UTTAR PRADESH
STATE,STATE,PUNJAB_1,F,00644,MAIN BRANCH,143521,PUNJAB,1974,SUBMITTED,,PLC,,30-11-2024,143520,Gurdaspur,PUNJAB
CENTRAL,CPAO,CIVIL_2,F,00146,NAGAON,782001,ASSAM,1993,First_Year_Waiver,31-10-2025,,,,782144,Nagaon,ASSAM
CENTRAL,CPAO,CIVIL_2,F,20318,HYDERABAD-ANANDNAGAR,500004,TELANGANA,1933,SUBMITTED,,PLC,,08-01-2025,500004,Adilabad,TELANGANA
CENTRAL,CPAO,CIVIL_2,F,03702,SANSADIYA SOUDHA (NEW DELHI),110001,NCT OF DELHI,1964,First_Year_Waiver,31-10-2025,,,,201010,Ghaziabad,UTTAR PRADESH
STATE,STATE,CHATTISGARH_1,F,02827,BANKI MOGRA,495447,CHATTISGARH,1977,SUBMITTED,,PLC,,14-05-2025,495447,Korba,CHHATTISGARH
CENTRAL AUTONOMOUS BODIES,AUTONOMOUS,KVS_2,F,12010,SADAK ARJUNI BRANCH,441807,MAHARASHTRA,1964,SUBMITTED,,PLC,,28-11-2024,441807,Gondiya,MAHARASHTRA
CENTRAL,RAILWAY,RAILWAY_3,F,02040,CHARBATIA,754028,ODISHA,1983,SUBMITTED,,PLC,,07-11-2024,754028,Cuttack,ODISHA
CENTRAL AUTONOMOUS BODIES,AUTONOMOUS,CSIR_149,F,03552,NAT CHEM LAB CAMPUS,411008,MAHARASHTRA,1945,SUBMITTED,,PLC,,20-11-2024,411007,Pune,MAHARASHTRA
CENTRAL,RAILWAY,RAILWAY_1,F,11699,VIMAN NAGAR PUNE,411014,MAHARASHTRA,1962,SUBMITTED,,PLC,,07-11-2024,411006,Pune,MAHARASHTRA
STATE,STATE,CHATTISGARH_1,F,09517,MALVIYA NAGAR DURG,491001,CHATTISGARH,1993,SUBMITTED,,DLC,,22-11-2024,490001,Durg,CHHATTISGARH
STATE,STATE,CHATTISGARH_1,F,02878,NARAYANPUR,494661,CHATTISGARH,1994,SUBMITTED,,PLC,,18-11-2024,494661,Narayanpur,CHHATTISGARH
STATE,STATE,KARNATAKA_29,F,40092,BANK ROAD TUMAKURU,572101,KARNATAKA,1954,SUBMITTED,,PLC,,07-11-2024,572104,Tumkur,KARNATAKA
STATE,STATE,CHATTISGARH_1,F,00524,ACB KHAIRAGARH,491881,CHATTISGARH,1958,SUBMITTED,,PLC,,18-11-2024,491881,Rajnandgaon,CHHATTISGARH
CENTRAL,CPAO,CIVIL_39,F,20060,BALAJI MANDIR CHWK DEULGAON,443204,MAHARASHTRA,1995,SUBMITTED,,DLC,,17-11-2024,443204,Buldana,MAHARASHTRA
CENTRAL,DEFENCE,DEFENCE_8,F,31090,KOTA ROAD DEOLI,304804,RAJASTHAN,1945,SUBMITTED,,DLC,,22-11-2024,311202,Bhilwara,RAJASTHAN
CENTRAL,CPAO,CIVIL_2,F,12021,JHARPADA,751006,ODISHA,1948,SUBMITTED,,PLC,,06-11-2024,751006,Khordha,ODISHA
CENTRAL,CPAO,CIVIL_39,F,20407,BEED ROAD AMALNER,431207,MAHARASHTRA,1987,SUBMITTED,,PLC,,04-12-2024,413229,Bid,MAHARASHTRA
STATE,STATE,MADHYA_PRADESH_1,F,04643,VIJAYRAGHAVGARH,483775,MADHYA PRADESH,1968,SUBMITTED,,PLC,,15-03-2025,483775,Katni,MADHYA PRADESH
STATE AUTONOMOUS BODIES,AUTONOMOUS,MPUAD_1,F,04615,CHANDAMETA,480447,MADHYA PRADESH,1967,SUBMITTED,,PLC,,06-01-2025,480447,Chhindwara,MADHYA PRADESH
CENTRAL,CPAO,CIVIL_2,F,01684,BONGAIGAON,783380,ASSAM,1983,SUBMITTED,,PLC,,27-11-2024,783380,Bongaigaon,ASSAM
STATE,STATE,GOA_1,F,40218,KHANDEPARGOA,403401,GOA,1968,SUBMITTED,,PLC,,22-11-2024,403406,North Goa,GOA
STATE,STATE,MADHYA_PRADESH_1,F,30184,BHAMORI INDORE,452010,MADHYA PRADESH,1955,SUBMITTED,,PLC,,17-04-2025,452010,Indore,MADHYA PRADESH
STATE,STATE,BIHAR_1,F,03600,SAMASTIPUR BAZAR,848101,BIHAR,1975,SUBMITTED,,PLC,,01-03-2025,848101,Samastipur,BIHAR
CENTRAL,CPAO,CIVIL_2,F,20766,P AND SB VIKRAMPURI,500009,TELANGANA,1970,SUBMITTED,,PLC,,04-11-2024,500056,Hyderabad,TELANGANA
CENTRAL,RAILWAY,RAILWAY_6,F,06550,DRM OFFICE(KATIHAR),854105,BIHAR,1952,SUBMITTED,,DLC,,29-11-2024,854105,Katihar,BIHAR
STATE,STATE,MADHYA_PRADESH_1,F,12161,NEW MARKET ITARSI,461111,MADHYA PRADESH,1977,PENDING,,,,,461111,Hoshangabad,MADHYA PRADESH
STATE,STATE,CHATTISGARH_1,F,00571,SAKTI,495689,CHATTISGARH,1966,SUBMITTED,,PLC,,28-02-2025,,,
STATE,STATE,ASSAM_1,F,09864,SBI MURPHULANI,785699,ASSAM,1969,SUBMITTED,,PLC,,30-12-2024,782480,Karbi Anglong,ASSAM
CENTRAL,CPAO,CIVIL_2,F,00846,HUBBALLI MAIN,580020,KARNATAKA,1987,SUBMITTED,,PLC,,16-01-2025,580024,Dharwad,KARNATAKA
STATE AUTONOMOUS BODIES,AUTONOMOUS,DVB_ETBF_1,F,04281,RAJGHAT POWER HOUSE,110002,NCT OF DELHI,1948,PENDING,,,,,,,
STATE,STATE,CHATTISGARH_1,F,12137,COLLECTORATE KANKER,494334,CHATTISGARH,1980,SUBMITTED,,PLC,,03-12-2024,494334,Uttar Bastar Kanker,CHHATTISGARH
STATE,STATE,ORISSA_11,F,00151,PARLAKHEMUNDI,761200,ODISHA,1953,SUBMITTED,,PLC,,18-01-2025,761208,Gajapati,ODISHA
STATE,STATE,MADHYA_PRADESH_1,F,02818,AKALTARA,495552,CHATTISGARH,1952,SUBMITTED,,DLC,,08-11-2024,495552,Janjgir - Champa,CHHATTISGARH
CENTRAL,DEFENCE,DEFENCE_8,F,04946,ACB MOHINDERGARH,123029,HARYANA,1956,SUBMITTED,,PLC,,11-03-2025,123034,Mahendragarh,HARYANA
STATE,STATE,PUNJAB_1,F,03541,FOCAL POINT (RAJPURA),140401,PUNJAB,1976,SUBMITTED,,PLC,,06-12-2024,140401,Patiala,PUNJAB
STATE,STATE,CHATTISGARH_1,F,01847,RAJNANDGAON ADB,491441,CHATTISGARH,1985,SUBMITTED,,PLC,,26-11-2024,491441,Rajnandgaon,CHHATTISGARH
STATE,STATE,MADHYA_PRADESH_1,F,00421,MANDLA,481661,MADHYA PRADESH,1967,SUBMITTED,,PLC,,18-12-2024,481661,Mandla,MADHYA PRADESH
STATE,STATE,MADHYA_PRADESH_1,F,00436,NARSINGHPUR,487001,MADHYA PRADESH,1973,SUBMITTED,,PLC,,18-11-2024,487118,Narsimhapur,MADHYA PRADESH
CENTRAL,RAILWAY,RAILWAY_16,F,04917,CHHANI ROAD BARODA,390002,GUJARAT,1950,SUBMITTED,,PLC,,03-12-2024,390024,Vadodara,GUJARAT
STATE,STATE,PUNJAB_1,F,50675,RAYYA MANDI,143112,PUNJAB,1980,SUBMITTED,,PLC,,02-11-2024,143202,Amritsar,PUNJAB
CENTRAL,RAILWAY,RAILWAY_3,F,00169,RAYAGADA,765001,ODISHA,1964,First_Year_Waiver,31-10-2025,,,,535558,Vizianagaram,ANDHRA PRADESH
CENTRAL,RAILWAY,RAILWAY_3,F,02071,JATNI,752050,ODISHA,1953,First_Year_Waiver,31-10-2025,,,,752050,Khordha,ODISHA
CENTRAL,CPAO,CIVIL_2,F,00112,KENDRAPARA,754211,ODISHA,1955,First_Year_Waiver,31-10-2025,,,,754211,Kendrapara,ODISHA
CENTRAL,CPAO,CIVIL_2,F,16102,SRI JAGANNATH SANSKRIT VISWAVIDYALAYA,752003,ODISHA,1966,SUBMITTED,,PLC,,11-11-2024,752002,Puri,ODISHA
STATE,STATE,MADHYA_PRADESH_1,F,00348,CHHINDWARA,480001,MADHYA PRADESH,1970,SUBMITTED,,DLC,,19-11-2024,480001,Chhindwara,MADHYA PRADESH
STATE AUTONOMOUS BODIES,AUTONOMOUS,DVB_ETBF_1,F,61322,SECTOR 15 ROHINI,110085,NCT OF DELHI,1974,SUBMITTED,,PLC,,11-02-2025,110089,North West,NCT OF DELHI
CENTRAL,CPAO,CIVIL_2,F,05093,LEWIS ROAD BHUBANESWAR,751002,ODISHA,1974,First_Year_Waiver,31-10-2025,,,,751031,Khordha,ODISHA
STATE,STATE,JHARKHAND_1,F,00090,HAZARIBAGH,825301,JHARKHAND,1949,SUBMITTED,,PLC,,19-05-2025,825301,Hazaribagh,JHARKHAND
CENTRAL,RAILWAY,RAILWAY_14,F,07017,ATTINGAL,695101,KERALA,1954,First_Year_Waiver,31-10-2025,,,,695103,Thiruvananthapuram,KERALA
CENTRAL,CPAO,CIVIL_2,F,20566,ASWAPURAM,507116,TELANGANA,1982,First_Year_Waiver,31-10-2025,,,,507116,Khammam,ANDHRA PRADESH
STATE,STATE,PUNJAB_1,F,02393,KHUI KHERA,152121,PUNJAB,1972,SUBMITTED,,PLC,,16-11-2024,152122,Firozpur,PUNJAB
CENTRAL AUTONOMOUS BODIES,AUTONOMOUS,AIIMS_1,F,01536,AIIMS DELHI,110029,NCT OF DELHI,1974,SUBMITTED,,PLC,,06-11-2024,110029,South,NCT OF DELHI
CENTRAL AUTONOMOUS BODIES,AUTONOMOUS,NIHFW_1,F,13405,NRI BRANCH,110001,NCT OF DELHI,1961,SUBMITTED,,PLC,,28-11-2024,,,
CENTRAL AUTONOMOUS BODIES,AUTONOMOUS,NIHFW_1,F,13405,NRI BRANCH,110001,NCT OF DELHI,1961,SUBMITTED,,PLC,,28-11-2024,,,
STATE,STATE,CHATTISGARH_1,F,04571,COLLECTORATE (BILASPUR),495001,CHATTISGARH,1966,SUBMITTED,,PLC,,23-05-2025,495001,Bilaspur,CHHATTISGARH
STATE,STATE,ASSAM_1,F,08462,ABHAYAPURI,783384,ASSAM,1985,SUBMITTED,,PLC,,06-11-2024,783384,Bongaigaon,ASSAM
STATE,STATE,ASSAM_1,F,02026,BISWANATH CHARALI,784176,ASSAM,1983,SUBMITTED,,PLC,,06-11-2024,784176,Sonitpur,ASSAM
STATE,STATE,PUNJAB_1,F,51368,BAJRUR,140119,PUNJAB,1970,SUBMITTED,,PLC,,03-01-2025,140119,Rupnagar,PUNJAB
CENTRAL,RAILWAY,RAILWAY_2,F,06393,MUGHALSARAI RAILWAY STATION,232101,UTTAR PRADESH,1978,SUBMITTED,,PLC,,30-11-2024,232101,Chandauli,UTTAR PRADESH
STATE,STATE,MADHYA_PRADESH_1,F,10859,CHOWK BAZAR CHHATARPUR,471001,MADHYA PRADESH,1968,SUBMITTED,,PLC,,01-11-2024,471001,Chhatarpur,MADHYA PRADESH
CENTRAL,RAILWAY,RAILWAY_4,F,07427,DODHARALI (MARIANI),785634,ASSAM,1947,SUBMITTED,,PLC,,18-11-2024,785634,Jorhat,ASSAM
STATE,STATE,PUNJAB_1,F,50502,MOHALI (SAS NGR),140110,PUNJAB,1942,SUBMITTED,,PLC,,29-07-2025,160059,Rupnagar,PUNJAB
STATE,STATE,PUNJAB_1,F,50502,MOHALI (SAS NGR),140110,PUNJAB,1942,SUBMITTED,,PLC,,29-07-2025,160059,Rupnagar,PUNJAB
UNION TERRITORY,CPAO,CHANDIGARH_1,F,02452,PUNJAB ENGG COLLEGE(CHANDIGARH),160012,CHANDIGARH,1945,SUBMITTED,,PLC,,12-11-2024,160022,Chandigarh,CHANDIGARH
UNION TERRITORY,CPAO,CHANDIGARH_1,F,02452,PUNJAB ENGG COLLEGE(CHANDIGARH),160012,CHANDIGARH,1945,SUBMITTED,,PLC,,12-11-2024,160022,Chandigarh,CHANDIGARH
STATE AUTONOMOUS BODIES,AUTONOMOUS,MPUAD_1,F,00479,SEONI-MALWA,461223,MADHYA PRADESH,1976,SUBMITTED,,PLC,,01-11-2024,461223,Hoshangabad,MADHYA PRADESH
STATE AUTONOMOUS BODIES,AUTONOMOUS,DVB_ETBF_1,F,01679,UTTAM NAGAR,110059,NCT OF DELHI,1946,SUBMITTED,,PLC,,19-01-2025,110059,West,NCT OF DELHI
STATE AUTONOMOUS BODIES,AUTONOMOUS,DVB_ETBF_1,F,14461,OKHLA PHASE-I,110020,NCT OF DELHI,1957,SUBMITTED,,PLC,,08-04-2025,110019,South,NCT OF DELHI
STATE AUTONOMOUS BODIES,AUTONOMOUS,DVB_ETBF_1,F,11358,SHALIMAR BAGH,110088,NCT OF DELHI,1953,SUBMITTED,,PLC,,04-11-2024,110088,North West,NCT OF DELHI
STATE AUTONOMOUS BODIES,AUTONOMOUS,DVB_ETBF_1,F,06837,SULTANPUR,110030,NCT OF DELHI,1974,SUBMITTED,,PLC,,13-11-2024,110030,South West,NCT OF DELHI
STATE AUTONOMOUS BODIES,AUTONOMOUS,DVB_ETBF_1,F,04281,RAJGHAT POWER HOUSE,110002,NCT OF DELHI,1955,SUBMITTED,,PLC,,11-11-2024,,,
STATE AUTONOMOUS BODIES,AUTONOMOUS,DVB_ETBF_1,F,50258,3CC JANAKPURI NEW DELHI,110058,NCT OF DELHI,1952,SUBMITTED,,PLC,,06-11-2024,110058,West,NCT OF DELHI
STATE AUTONOMOUS BODIES,AUTONOMOUS,DVB_ETBF_1,F,11558,YAMUNA VIHAR,110053,NCT OF DELHI,1956,SUBMITTED,,PLC,,01-11-2024,110053,North East,NCT OF DELHI
STATE AUTONOMOUS BODIES,AUTONOMOUS,DVB_ETBF_1,F,11946,KAUSHAMBI GHAZIABAD,201010,UTTAR PRADESH,1959,SUBMITTED,,PLC,,19-11-2024,201010,Ghaziabad,UTTAR PRADESH
STATE,STATE,MADHYA_PRADESH_1,F,03849,GUNA,473001,MADHYA PRADESH,1976,SUBMITTED,,PLC,,22-01-2025,473001,Guna,MADHYA PRADESH
CENTRAL,RAILWAY,RAILWAY_8,F,12846,CHAUPASANI HOUSING BOARD JODHPUR,342009,RAJASTHAN,1968,SUBMITTED,,PLC,,13-11-2024,342008,Jodhpur,RAJASTHAN
CENTRAL,DEFENCE,DEFENCE_8,F,03609,HYDERABAD - LANGAR HOUSE,500008,TELANGANA,1975,SUBMITTED,,PLC,,18-12-2024,500031,Hyderabad,TELANGANA
CENTRAL,DEFENCE,DEFENCE_8,F,03609,HYDERABAD - LANGAR HOUSE,500008,TELANGANA,1975,SUBMITTED,,PLC,,18-12-2024,500031,Hyderabad,TELANGANA
STATE AUTONOMOUS BODIES,AUTONOMOUS,DVB_ETBF_1,F,04281,RAJGHAT POWER HOUSE,110002,NCT OF DELHI,1943,SUBMITTED,,PLC,,04-10-2024,,,
STATE,STATE,PUNJAB_1,F,06291,MACHHIWARA,141115,PUNJAB,1963,SUBMITTED,,PLC,,26-12-2024,141121,Ludhiana,PUNJAB
STATE,STATE,BIHAR_1,F,00035,BETTIAH,845438,BIHAR,1949,SUBMITTED,,PLC,,02-01-2025,845449,Pashchim Champaran,BIHAR
CENTRAL,CPAO,CIVIL_2,F,06717,MAHARAJGANJ,828109,JHARKHAND,1950,SUBMITTED,,PLC,,25-11-2024,828109,Dhanbad,JHARKHAND
CENTRAL,CPAO,CIVIL_2,F,00866,KURNOOL,518002,ANDHRA PRADESH,1978,First_Year_Waiver,31-10-2025,,,,518004,Kurnool,ANDHRA PRADESH
STATE,STATE,PUNJAB_1,F,00748,GOPAL NAGAR AMRITSAR,143001,PUNJAB,1963,SUBMITTED,,PLC,,30-11-2024,143001,Amritsar,PUNJAB
STATE,STATE,MADHYA_PRADESH_1,F,00390,JABALPUR,482066,MADHYA PRADESH,1977,SUBMITTED,,PLC,,08-01-2025,482001,Jabalpur,MADHYA PRADESH
STATE,STATE,ASSAM_1,F,07947,UDALGURI,784509,ASSAM,1969,SUBMITTED,,PLC,,15-11-2024,784509,Udalguri,ASSAM
CENTRAL,DEFENCE,DEFENCE_8,F,11613,RAMKRISHNA NAGAR,788166,ASSAM,1969,SUBMITTED,,PLC,,03-01-2025,788736,Karimganj,ASSAM
STATE,STATE,ASSAM_1,F,02099,PATHSALA,781325,ASSAM,1955,SUBMITTED,,PLC,,17-12-2024,781325,Barpeta,ASSAM
STATE,STATE,CHATTISGARH_1,F,04572,CHAMPA,495671,CHATTISGARH,1978,SUBMITTED,,PLC,,19-11-2024,495671,Janjgir - Champa,CHHATTISGARH
CENTRAL,CPAO,CIVIL_2,F,70304,CHENNITHALA,690105,KERALA,1972,First_Year_Waiver,31-10-2025,,,,690105,Alappuzha,KERALA
CENTRAL,CPAO,CIVIL_2,F,01140,C. I. T. ROAD KOLKATA,700014,WEST BENGAL,1962,First_Year_Waiver,31-10-2025,,,,700014,Kolkata,WEST BENGAL
CENTRAL,CPAO,CIVIL_2,F,02031,BOUDH,762014,ODISHA,1974,First_Year_Waiver,31-10-2025,,,,759126,Anugul,ODISHA
CENTRAL,CPAO,CIVIL_2,F,06644,ADILABAD,504001,TELANGANA,1945,SUBMITTED,,DLC,,15-11-2024,504002,Adilabad,ANDHRA PRADESH
CENTRAL,CPAO,CIVIL_2,F,06354,AGRI MKT YARD PARSUDIH,831002,JHARKHAND,1975,SUBMITTED,,PLC,,28-11-2024,831002,Saraikela-Kharsawan,JHARKHAND
STATE,STATE,BIHAR_1,F,00114,KHAGARIA,851204,BIHAR,1950,SUBMITTED,,PLC,,06-11-2024,848203,Khagaria,BIHAR
CENTRAL,RAILWAY,RAILWAY_2,F,03210,JAMALPUR(DIST.MUNGER),811214,BIHAR,1960,SUBMITTED,,PLC,,15-11-2024,811214,Munger,BIHAR
STATE,STATE,MADHYA_PRADESH_1,F,30039,PALSUD ROAD RAJPUR,451447,MADHYA PRADESH,1967,SUBMITTED,,PLC,,16-12-2024,451447,Barwani,MADHYA PRADESH
STATE,STATE,NAGALAND_1,F,06485,KOHIMA BAZAR KOHIMA,797001,NAGALAND,1978,SUBMITTED,,PLC,,04-12-2024,797003,Kohima,NAGALAND
STATE,STATE,ARUNACHAL_PRADESH_1,F,08517,JANG,790105,ARUNACHAL PRADESH,1965,SUBMITTED,,PLC,,04-12-2024,790105,Tawang,ARUNACHAL PRADESH
STATE,STATE,CHATTISGARH_1,F,07241,BARAMKELA,496551,CHATTISGARH,1970,SUBMITTED,,PLC,,19-11-2024,496551,Raigarh,CHHATTISGARH
CENTRAL,DEFENCE,DEFENCE_8,F,16250,BADHRA,127308,HARYANA,1975,First_Year_Waiver,31-10-2025,,,,123001,Mahendragarh,HARYANA
CENTRAL,RAILWAY,RAILWAY_9,F,07881,MAYUR VIHAR PHASE II,110091,NCT OF DELHI,1977,First_Year_Waiver,31-10-2025,,,,110091,East,NCT OF DELHI
STATE,STATE,CHATTISGARH_1,F,02885,PITHORA,493551,CHATTISGARH,1980,SUBMITTED,,PLC,,06-12-2024,492112,Mahasamund,CHHATTISGARH
STATE,STATE,PUNJAB_1,F,50388,PANIAR,143531,PUNJAB,1977,SUBMITTED,,PLC,,09-12-2024,143531,Gurdaspur,PUNJAB
CENTRAL,CPAO,CIVIL_2,F,03874,SIKAR,332001,RAJASTHAN,1978,First_Year_Waiver,31-10-2025,,,,332002,Sikar,RAJASTHAN
STATE,STATE,CHATTISGARH_1,F,10828,ARANG,493441,CHATTISGARH,1988,SUBMITTED,,PLC,,06-12-2024,493445,Mahasamund,CHHATTISGARH
STATE,STATE,PUNJAB_1,F,12208,BEHRAM,144505,PUNJAB,1978,SUBMITTED,,PLC,,16-12-2024,144503,Shahid Bhagat Singh Nagar,PUNJAB
STATE,STATE,JHARKHAND_1,F,01097,KHUNTI,835210,JHARKHAND,1961,SUBMITTED,,PLC,,28-11-2024,835210,Ranchi,JHARKHAND
STATE,STATE,MADHYA_PRADESH_1,F,30085,RAGHOGARH,473226,MADHYA PRADESH,1976,SUBMITTED,,PLC,,04-11-2024,473226,Guna,MADHYA PRADESH
CENTRAL,DEFENCE,DEFENCE_8,F,02503,VRINDABAN GATE (MATHURA),281001,UTTAR PRADESH,1969,SUBMITTED,,DLC,,16-11-2024,281003,Mathura,UTTAR PRADESH
CENTRAL,CPAO,CIVIL_39,F,08721,RAKSHAVIHAR,744103,ANDAMAN AND NICOBAR ISLANDS,2012,First_Year_Waiver,31-10-2025,,,,744106,South Andaman,ANDAMAN & NICOBAR ISLANDS
STATE,STATE,ORISSA_7,F,00046,BOLANGIR,767001,ODISHA,1960,SUBMITTED,,PLC,,02-11-2024,767002,Balangir,ODISHA
STATE,STATE,PUNJAB_1,F,02336,DHARIWAL,143519,PUNJAB,1962,SUBMITTED,,PLC,,04-01-2025,143519,Gurdaspur,PUNJAB
STATE,STATE,ORISSA_11,F,04738,JORANDA,759014,ODISHA,1955,SUBMITTED,,PLC,,22-11-2024,759014,Dhenkanal,ODISHA
STATE,STATE,MADHYA_PRADESH_1,F,30251,DEEP COMPLEX REWA,486001,MADHYA PRADESH,1973,SUBMITTED,,PLC,,01-11-2024,486001,Rewa,MADHYA PRADESH
STATE,STATE,CHATTISGARH_1,F,00395,JANJGIR,495668,CHATTISGARH,1966,SUBMITTED,,PLC,,10-03-2025,495668,Janjgir - Champa,CHHATTISGARH
STATE,STATE,KARNATAKA_29,F,00857,KARWAR,581301,KARNATAKA,1947,SUBMITTED,,PLC,,30-12-2024,581301,Uttara Kannada,KARNATAKA
CENTRAL,RAILWAY,RAILWAY_2,F,00885,NARSAPUR,534275,ANDHRA PRADESH,1948,First_Year_Waiver,31-10-2025,,,,534275,West Godavari,ANDHRA PRADESH
CENTRAL,RAILWAY,RAILWAY_10,F,00923,TADPATRI,515411,ANDHRA PRADESH,1960,First_Year_Waiver,31-10-2025,,,,516444,Y.S.R.,ANDHRA PRADESH
STATE,STATE,BIHAR_1,F,16505,MAKHACHAK,848201,BIHAR,1951,SUBMITTED,,DLC,,11-12-2024,848201,Begusarai,BIHAR
STATE,STATE,BIHAR_1,F,01219,CHANPATIA,845449,BIHAR,1957,SUBMITTED,,PLC,,04-12-2024,845449,Pashchim Champaran,BIHAR
STATE,STATE,BIHAR_11,F,06917,RAJBHAWAN (PATNA),800022,BIHAR,1960,SUBMITTED,,PLC,,13-12-2024,800026,Patna,BIHAR
STATE,STATE,KARNATAKA_6,F,40104,TURUVEKERE,572227,KARNATAKA,1983,SUBMITTED,,PLC,,11-12-2024,572215,Tumkur,KARNATAKA
STATE,STATE,TRIPURA_1,F,11797,AMBASSA,799289,TRIPURA,1979,SUBMITTED,,PLC,,16-11-2024,799204,Dhalai,TRIPURA
STATE,STATE,ASSAM_1,F,05922,NEW SILCHAR,788005,ASSAM,1976,SUBMITTED,,PLC,,07-11-2024,788113,Cachar,ASSAM
STATE,STATE,JHARKHAND_1,F,00066,DHANBAD,826001,JHARKHAND,1972,SUBMITTED,,PLC,,22-11-2024,826001,Dhanbad,JHARKHAND
STATE,STATE,CHATTISGARH_1,F,10833,TAKHATPUR,495330,CHATTISGARH,1983,SUBMITTED,,PLC,,26-11-2024,492015,Raipur,CHHATTISGARH
CENTRAL,CPAO,CIVIL_2,F,02221,KANGEYAM,638701,TAMIL NADU,1953,First_Year_Waiver,31-10-2025,,,,638701,Tiruppur,TAMIL NADU
STATE,STATE,MADHYA_PRADESH_1,F,12290,PBB CHHINDWARA,480001,MADHYA PRADESH,1974,SUBMITTED,,PLC,,10-01-2025,480001,Chhindwara,MADHYA PRADESH
STATE,STATE,NAGALAND_1,F,12266,ABOI,798603,NAGALAND,1960,SUBMITTED,,PLC,,04-12-2024,798603,Mon,NAGALAND
STATE,STATE,MADHYA_PRADESH_1,F,02821,ANUPPUR,484224,MADHYA PRADESH,1935,SUBMITTED,,PLC,,09-10-2024,496331,Jashpur,CHHATTISGARH
STATE,STATE,MADHYA_PRADESH_1,F,01507,MILLONIGANJ (JABALPUR),482002,MADHYA PRADESH,1985,SUBMITTED,,PLC,,22-11-2024,482001,Jabalpur,MADHYA PRADESH
STATE,STATE,BIHAR_1,F,09770,SIRSA,814120,JHARKHAND,1947,SUBMITTED,,PLC,,02-11-2024,814141,Dumka,JHARKHAND
STATE AUTONOMOUS BODIES,AUTONOMOUS,BUB_1,F,02107,BHANJABIHAR,760007,ODISHA,1956,SUBMITTED,,PLC,,16-11-2024,760001,Ganjam,ODISHA
STATE AUTONOMOUS BODIES,AUTONOMOUS,BUB_1,F,02107,BHANJABIHAR,760007,ODISHA,1956,SUBMITTED,,PLC,,16-11-2024,760001,Ganjam,ODISHA
CENTRAL,CPAO,CIVIL_2,F,05732,KRISHNA NAGAR BHARATPUR,321001,RAJASTHAN,1965,First_Year_Waiver,31-10-2025,,,,321001,Bharatpur,RAJASTHAN
